timestamp(s),accel(m/s2),speed(m/s),position(m)
114.5,0,0,130.82
114.6,0,0,130.92
114.7,0,0,131.02
114.8,0,0,131.12
114.9,0,0,131.22
115,0,0,131.32
115.1,0,0,131.42
115.2,0,0,131.52
115.3,0,0,131.62
115.4,0,0,131.72
115.5,0,0,131.82
115.6,0,0,131.92
115.7,0,0,132.02
115.8,0,0,132.12
115.9,0,0,132.22
116,0,0,132.32
116.1,0,0,132.42
116.2,0,0,132.52
116.3,0,0,132.62
116.4,0,0,132.72
116.5,0,0,132.82
116.6,0,0,132.92
116.7,0,0,133.02
116.8,0,0,133.12
116.9,0,0,133.22
117,0,0,133.32
117.1,0,0,133.42
117.2,0,0,133.52
117.3,0,0,133.62
117.4,0,0,133.72
117.5,0,0,133.82
117.6,0,0,133.92
117.7,0,0,134.02
117.8,0,0,134.12
117.9,0,0,134.22
118,0,0,134.32
118.1,0,0,134.42
118.2,0,0,134.52
118.3,0,0,134.62
118.4,0,0,134.72
118.5,0,0,134.82
118.6,0,0,134.92
118.7,0,0,135.02
118.8,0,0,135.12
118.9,0,0,135.22
119,0,0,135.32
119.1,0,0,135.42
119.2,0,0,135.52
119.3,0,0,135.62
119.4,0,0,135.72
119.5,0,0,135.82
119.6,0,0,135.92
119.7,0,0,136.02
119.8,0,0,136.12
119.9,0,0,136.22
120,0,0,136.32
120.1,0,0,136.42
120.2,0,0,136.52
120.3,0,0,136.62
120.4,0,0,136.72
120.5,0,0,136.82
120.6,0,0,136.92
120.7,0,0,137.02
120.8,0,0,137.12
120.9,0,0,137.22
121,0,0,137.32
121.1,0,0,137.42
121.2,0,0,137.52
121.3,0,0,137.62
121.4,0,0,137.72
121.5,0,0,137.82
121.6,0,0,137.92
121.7,0,0,138.02
121.8,0,0,138.12
121.9,0,0,138.22
122,0,0,138.32
122.1,0,0,138.42
122.2,0,0,138.52
122.3,0,0,138.62
122.4,0,0,138.72
122.5,0,0,138.82
122.6,0,0,138.92
122.7,0,0,139.02
122.8,0,0,139.12
122.9,0,0,139.22
123,0,0,139.32
123.1,0,0,139.42
123.2,0,0,139.52
123.3,0,0,139.62
123.4,0,0,139.72
123.5,0,0,139.82
123.6,0,0,139.92
123.7,0,0,140.02
123.8,0,0,140.12
123.9,0,0,140.22
124,0,0,140.32
124.1,0,0,140.42
124.2,0,0,140.52
124.3,0,0,140.62
124.4,0,0,140.72
124.5,0,0,140.82
124.6,0,0,140.92
124.7,0,0,141.02
124.8,0,0,141.12
124.9,0,0,141.22
125,0,0,141.32
125.1,0,0,141.42
125.2,0,0,141.52
125.3,0,0,141.62
125.4,0,0,141.72
125.5,0,0,141.82
125.6,0,0,141.92
125.7,0,0,142.02
125.8,0,0,142.12
125.9,0,0,142.22
126,0,0,142.32
126.1,0,0,142.42
126.2,0,0,142.52
126.3,0,0,142.62
126.4,0,0,142.72
126.5,0,0,142.82
126.6,0,0,142.92
126.7,0,0,143.02
126.8,0,0,143.12
126.9,0,0,143.22
127,0,0,143.32
127.1,0,0,143.42
127.2,0,0,143.52
127.3,0,0,143.62
127.4,0,0,143.72
127.5,0,0,143.82
127.6,0,0,143.92
127.7,0,0,144.02
127.8,0,0,144.12
127.9,0,0,144.22
128,0,0,144.32
128.1,0,0,144.42
128.2,0,0,144.52
128.3,0,0,144.62
128.4,0,0,144.72
128.5,0,0,144.82
128.6,0,0,144.92
128.7,0,0,145.02
128.8,0,0,145.12
128.9,0,0,145.22
129,0,0,145.32
129.1,0,0,145.42
129.2,0,0,145.52
129.3,0,0,145.62
129.4,0,0,145.72
129.5,0,0,145.82
129.6,0,0,145.92
129.7,0,0,146.02
129.8,0,0,146.12
129.9,0,0,146.22
130,0,0,146.32
130.1,0,0,146.42
130.2,0,0,146.52
130.3,0,0,146.62
130.4,0,0,146.72
130.5,0,0,146.82
130.6,0,0,146.92
130.7,0,0,147.02
130.8,0,0,147.12
130.9,0,0,147.22
131,0,0,147.32
131.1,0,0,147.42
131.2,0,0,147.52
131.3,0,0,147.62
131.4,0,0,147.72
131.5,0,0,147.82
131.6,0,0,147.92
131.7,0,0,148.02
131.8,0,0,148.12
131.9,0,0,148.22
132,0,0,148.32
132.1,0,0,148.42
132.2,0,0,148.52
132.3,0,0,148.62
132.4,0,0,148.72
132.5,0,0,148.82
132.6,0,0,148.92
132.7,0,0,149.02
132.8,0,0,149.12
132.9,0,0,149.22
133,0,0,149.32
133.1,0,0,149.42
133.2,0,0,149.52
133.3,0,0,149.62
133.4,0,0,149.72
133.5,0,0,149.82
133.6,0,0,149.92
133.7,0,0,150.02
133.8,0,0,150.12
133.9,0,0,150.22
134,0,0,150.32
134.1,0,0,150.42
134.2,0,0,150.52
134.3,0,0,150.62
134.4,0,0,150.72
134.5,0,0,150.82
134.6,0,0,150.92
134.7,0,0,151.02
134.8,0,0,151.12
134.9,0,0,151.22
135,0,0,151.32
135.1,0,0,151.42
135.2,0,0,151.52
135.3,0,0,151.62
135.4,0,0,151.72
135.5,0,0,151.82
135.6,0,0,151.92
135.7,0,0,152.02
135.8,0,0,152.12
135.9,0,0,152.22
136,0,0,152.32
136.1,0,0,152.42
136.2,0,0,152.52
136.3,0,0,152.62
136.4,0,0,152.72
136.5,0,0,152.82
136.6,0,0,152.92
136.7,0,0,153.02
136.8,0,0,153.12
136.9,0,0,153.22
137,0,0,153.32
137.1,0,0,153.42
137.2,0,0,153.52
137.3,0,0,153.62
137.4,0,0,153.72
137.5,0,0,153.82
137.6,0,0,153.92
137.7,0,0,154.02
137.8,0,0,154.12
137.9,0,0,154.22
138,0,0,154.32
138.1,0,0,154.42
138.2,0,0,154.52
138.3,0,0,154.62
138.4,0,0,154.72
138.5,0,0,154.82
138.6,0,0,154.92
138.7,0,0,155.02
138.8,0,0,155.12
138.9,0,0,155.22
139,0,0,155.32
139.1,0,0,155.42
139.2,0,0,155.52
139.3,0,0,155.62
139.4,0,0,155.72
139.5,0,0,155.82
139.6,0,0,155.92
139.7,0,0,156.02
139.8,0,0,156.12
139.9,0,0,156.22
140,0,0,156.32
140.1,0,0,156.42
140.2,0,0,156.52
140.3,0,0,156.62
140.4,0,0,156.72
140.5,0,0,156.82
140.6,0,0,156.92
140.7,0,0,157.02
140.8,0,0,157.12
140.9,0,0,157.22
141,0,0,157.32
141.1,0,0,157.42
141.2,0,0,157.52
141.3,0,0,157.62
141.4,0,0,157.72
141.5,0,0,157.82
141.6,0,0,157.92
141.7,0,0,158.02
141.8,0,0,158.12
141.9,0,0,158.22
142,0,0,158.32
142.1,0,0,158.42
142.2,0,0,158.52
142.3,0,0,158.62
142.4,0,0,158.72
142.5,0,0,158.82
142.6,0,0,158.92
142.7,0,0,159.02
142.8,0,0,159.12
142.9,0,0,159.22
143,0,0,159.32
143.1,0,0,159.42
143.2,0,0,159.52
143.3,0,0,159.62
143.4,0,0,159.72
143.5,0,0,159.82
143.6,0,0,159.92
143.7,0,0,160.02
143.8,0,0,160.12
143.9,0,0,160.22
144,0,0,160.32
144.1,0,0,160.42
144.2,0,0,160.52
144.3,0,0,160.62
144.4,0,0,160.72
144.5,0,0,160.82
144.6,0,0,160.92
144.7,0,0,161.02
144.8,0,0,161.12
144.9,0,0,161.22
145,0,0,161.32
145.1,0,0,161.42
145.2,0,0,161.52
145.3,0,0,161.62
145.4,0,0,161.72
145.5,0,0,161.82
145.6,0,0,161.92
145.7,0,0,162.02
145.8,0,0,162.12
145.9,0,0,162.22
146,0,0,162.32
146.1,0,0,162.42
146.2,0,0,162.52
146.3,0,0,162.62
146.4,0,0,162.72
146.5,0,0,162.82
146.6,0,0,162.92
146.7,0,0,163.02
146.8,0,0,163.12
146.9,0,0,163.22
147,0,0,163.32
147.1,0,0,163.42
147.2,0,0,163.52
147.3,0,0,163.62
147.4,0,0,163.72
147.5,0,0,163.82
147.6,0,0,163.92
147.7,0,0,164.02
147.8,0,0,164.12
147.9,0,0,164.22
148,0,0,164.32
148.1,0,0,164.42
148.2,0,0,164.52
148.3,0,0,164.62
148.4,0,0,164.72
148.5,0,0,164.82
148.6,0,0,164.92
148.7,0,0,165.02
148.8,0,0,165.12
148.9,0,0,165.22
149,0,0,165.32
149.1,0,0,165.42
149.2,0,0,165.52
149.3,0,0,165.62
149.4,0,0,165.72
149.5,0,0,165.82
149.6,0,0,165.92
149.7,0,0,166.02
149.8,0,0,166.12
149.9,0,0,166.22
150,0,0,166.32
150.1,0,0,166.42
150.2,0,0,166.52
150.3,0,0,166.62
150.4,0,0,166.72
150.5,0,0,166.82
150.6,0,0,166.92
150.7,0,0,167.02
150.8,0,0,167.12
150.9,0,0,167.22
151,0,0,167.32
151.1,0,0,167.42
151.2,0,0,167.52
151.3,0,0,167.62
151.4,0,0,167.72
151.5,0,0,167.82
151.6,0,0,167.92
151.7,0,0,168.02
151.8,0,0,168.12
151.9,0,0,168.22
152,0,0,168.32
152.1,0,0,168.42
152.2,0,0,168.52
152.3,0,0,168.62
152.4,0,0,168.72
152.5,0,0,168.82
152.6,0,0,168.92
152.7,0,0,169.02
152.8,0,0,169.12
152.9,0,0,169.22
153,0,0,169.32
153.1,0,0,169.42
153.2,0,0,169.52
153.3,0,0,169.62
153.4,0,0,169.72
153.5,0,0,169.82
153.6,0,0,169.92
153.7,0,0,170.02
153.8,0,0,170.12
153.9,0,0,170.22
154,0,0,170.32
154.1,0,0,170.42
154.2,0,0,170.52
154.3,0,0,170.62
154.4,0,0,170.72
154.5,0,0,170.82
154.6,0,0,170.92
154.7,0,0,171.02
154.8,0,0,171.12
154.9,0,0,171.22
155,0,0,171.32
155.1,0,0,171.42
155.2,0,0,171.52
155.3,0,0,171.62
155.4,0,0,171.72
155.5,0,0,171.82
155.6,0,0,171.92
155.7,0,0,172.02
155.8,0,0,172.12
155.9,0,0,172.22
156,0,0,172.32
156.1,0,0,172.42
156.2,0,0,172.52
156.3,0,0,172.62
156.4,0,0,172.72
156.5,0,0,172.82
156.6,0,0,172.92
156.7,0,0,173.02
156.8,0,0,173.12
156.9,0,0,173.22
157,0,0,173.32
157.1,0,0,173.42
157.2,0,0,173.52
157.3,0,0,173.62
157.4,0,0,173.72
157.5,0,0,173.82
157.6,0,0,173.92
157.7,0,0,174.02
157.8,0,0,174.12
157.9,0,0,174.22
158,0,0,174.32
158.1,0,0,174.42
158.2,0,0,174.52
158.3,0,0,174.62
158.4,0,0,174.72
158.5,0,0,174.82
158.6,0,0,174.92
158.7,0,0,175.02
158.8,0,0,175.12
158.9,0,0,175.22
159,0,0,175.32
159.1,0,0,175.42
159.2,0,0,175.52
159.3,0,0,175.62
159.4,0,0,175.72
159.5,0,0,175.82
159.6,0,0,175.92
159.7,0,0,176.02
159.8,0,0,176.12
159.9,0,0,176.22
160,0,0,176.32
160.1,0,0,176.42
160.2,0,0,176.52
160.3,0,0,176.62
160.4,0,0,176.72
160.5,0,0,176.82
160.6,0,0,176.92
160.7,0,0,177.02
160.8,0,0,177.12
160.9,0,0,177.22
161,0,0,177.32
161.1,0,0,177.42
161.2,0,0,177.52
161.3,0,0,177.62
161.4,0,0,177.72
161.5,0,0,177.82
161.6,0,0,177.92
161.7,0,0,178.02
161.8,0,0,178.12
161.9,0,0,178.22
162,0,0,178.32
162.1,0,0,178.42
162.2,0,0,178.52
162.3,0,0,178.62
162.4,0,0,178.72
162.5,0,0,178.82
162.6,0,0,178.92
162.7,0,0,179.02
162.8,0,0,179.12
162.9,0,0,179.22
163,0,0,179.32
163.1,0,0,179.42
163.2,0,0,179.52
163.3,0,0,179.62
163.4,0,0,179.72
163.5,0,0,179.82
163.6,0,0,179.92
163.7,0,0,180.02
163.8,0,0,180.12
163.9,0,0,180.22
164,0,0,180.32
164.1,0,0,180.42
164.2,0,0,180.52
164.3,0,0,180.62
164.4,0,0,180.72
164.5,0,0,180.82
164.6,0,0,180.92
164.7,0,0,181.02
164.8,0,0,181.12
164.9,0,0,181.22
165,0,0,181.32
165.1,0,0,181.42
165.2,0,0,181.52
165.3,0,0,181.62
165.4,0,0,181.72
165.5,0,0,181.82
165.6,0,0,181.92
165.7,0,0,182.02
165.8,0,0,182.12
165.9,0,0,182.22
166,0,0,182.32
166.1,0,0,182.42
166.2,0,0,182.52
166.3,0,0,182.62
166.4,0,0,182.72
166.5,0,0,182.82
166.6,0,0,182.92
166.7,0,0,183.02
166.8,0,0,183.12
166.9,0,0,183.22
167,0,0,183.32
167.1,0,0,183.42
167.2,0,0,183.52
167.3,0,0,183.62
167.4,0,0,183.72
167.5,0,0,183.82
167.6,0,0,183.92
167.7,0,0,184.02
167.8,0,0,184.12
167.9,0,0,184.22
168,0,0,184.32
168.1,0,0,184.42
168.2,0,0,184.52
168.3,0,0,184.62
168.4,0,0,184.72
168.5,0,0,184.82
168.6,0,0,184.92
168.7,0,0,185.02
168.8,0,0,185.12
168.9,0,0,185.22
169,0,0,185.32
169.1,0,0,185.42
169.2,0,0,185.52
169.3,0,0,185.62
169.4,0,0,185.72
169.5,0,0,185.82
169.6,0,0,185.92
169.7,0,0,186.02
169.8,0,0,186.12
169.9,0,0,186.22
170,0,0,186.32
170.1,0,0,186.42
170.2,0,0,186.52
170.3,0,0,186.62
170.4,0,0,186.72
170.5,0,0,186.82
170.6,0,0,186.92
170.7,0,0,187.02
170.8,0,0,187.12
170.9,0,0,187.22
171,0,0,187.32
171.1,0,0,187.42
171.2,0,0,187.52
171.3,0,0,187.62
171.4,0,0,187.72
171.5,0,0,187.82
171.6,0,0,187.92
171.7,0,0,188.02
171.8,0,0,188.12
171.9,0,0,188.22
172,0,0,188.32
172.1,0,0,188.42
172.2,0,0,188.52
172.3,0,0,188.62
172.4,0,0,188.72
172.5,0,0,188.82
172.6,0,0,188.92
172.7,0,0,189.02
172.8,0,0,189.12
172.9,0,0,189.22
173,0,0,189.32
173.1,0,0,189.42
173.2,0,0,189.52
173.3,0,0,189.62
173.4,0,0,189.72
173.5,0,0,189.82
173.6,0,0,189.92
173.7,0,0,190.02
173.8,0,0,190.12
173.9,0,0,190.22
174,0,0,190.32
174.1,0,0,190.42
174.2,0,0,190.52
174.3,0,0,190.62
174.4,0,0,190.72
174.5,0,0,190.82
174.6,0,0,190.92
174.7,0,0,191.02
174.8,0,0,191.12
174.9,0,0,191.22
175,0,0,191.32
175.1,0,0,191.42
175.2,0,0,191.52
175.3,0,0,191.62
175.4,0,0,191.72
175.5,0,0,191.82
175.6,0,0,191.92
175.7,0,0,192.02
175.8,0,0,192.12
175.9,0,0,192.22
176,0,0,192.32
176.1,0,0,192.42
176.2,0,0,192.52
176.3,0,0,192.62
176.4,0,0,192.72
176.5,0,0,192.82
176.6,0,0,192.92
176.7,0,0,193.02
176.8,0,0,193.12
176.9,0,0,193.22
177,0,0,193.32
177.1,0,0,193.42
177.2,0,0,193.52
177.3,0,0,193.62
177.4,0,0,193.72
177.5,0,0,193.82
177.6,0,0,193.92
177.7,0,0,194.02
177.8,0,0,194.12
177.9,0,0,194.22
178,0,0,194.32
178.1,0,0,194.42
178.2,0,0,194.52
178.3,0,0,194.62
178.4,0,0,194.72
178.5,0,0,194.82
178.6,0,0,194.92
178.7,0,0,195.02
178.8,0,0,195.12
178.9,0,0,195.22
179,0,0,195.32
179.1,0,0,195.42
179.2,0,0,195.52
179.3,0,0,195.62
179.4,0,0,195.72
179.5,0,0,195.82
179.6,0,0,195.92
179.7,0,0,196.02
179.8,0,0,196.12
179.9,0,0,196.22
180,0,0,196.32
180.1,0,0,196.42
180.2,0,0,196.52
180.3,0,0,196.62
180.4,0,0,196.72
180.5,0,0,196.82
180.6,0,0,196.92
180.7,0,0,197.02
180.8,0,0,197.12
180.9,0,0,197.22
181,0,0,197.32
181.1,0,0,197.42
181.2,0,0,197.52
181.3,0,0,197.62
181.4,0,0,197.72
181.5,0,0,197.82
181.6,0,0,197.92
181.7,0,0,198.02
181.8,0,0,198.12
181.9,0,0,198.22
182,0,0,198.32
182.1,0,0,198.42
182.2,0,0,198.52
182.3,0,0,198.62
182.4,0,0,198.72
182.5,0,0,198.82
182.6,0,0,198.92
182.7,0,0,199.02
182.8,0,0,199.12
182.9,0,0,199.22
183,0,0,199.32
183.1,0,0,199.42
183.2,0,0,199.52
183.3,0,0,199.62
183.4,0,0,199.72
183.5,0,0,199.82
183.6,0,0,199.92
183.7,0,0,200.02
183.8,0,0,200.12
183.9,0,0,200.22
184,0,0,200.32
184.1,0,0,200.42
184.2,0,0,200.52
184.3,0,0,200.62
184.4,0,0,200.72
184.5,0,0,200.82
184.6,0,0,200.92
184.7,0,0,201.02
184.8,0,0,201.12
184.9,0,0,201.22
185,0,0,201.32
185.1,0,0,201.42
185.2,0,0,201.52
185.3,0,0,201.62
185.4,0,0,201.72
185.5,0,0,201.82
185.6,0,0,201.92
185.7,0,0,202.02
185.8,0,0,202.12
185.9,0,0,202.22
186,0,0,202.32
186.1,0,0,202.42
186.2,0,0,202.52
186.3,0,0,202.62
186.4,0,0,202.72
186.5,0,0,202.82
186.6,0,0,202.92
186.7,0,0,203.02
186.8,0,0,203.12
186.9,0,0,203.22
187,0,0,203.32
187.1,0,0,203.42
187.2,0,0,203.52
187.3,0,0,203.62
187.4,0,0,203.72
187.5,0,0,203.82
187.6,0,0,203.92
187.7,0,0,204.02
187.8,0,0,204.12
187.9,0,0,204.22
188,0,0,204.32
188.1,0,0,204.42
188.2,0,0,204.52
188.3,0,0,204.62
188.4,0,0,204.72
188.5,0,0,204.82
188.6,0,0,204.92
188.7,0,0,205.02
188.8,0,0,205.12
188.9,0,0,205.22
189,0,0,205.32
189.1,0,0,205.42
189.2,0,0,205.52
189.3,0,0,205.62
189.4,0,0,205.72
189.5,0,0,205.82
189.6,0,0,205.92
189.7,0,0,206.02
189.8,0,0,206.12
189.9,0,0,206.22
190,0,0,206.32
190.1,0,0,206.42
190.2,0,0,206.52
190.3,0,0,206.62
190.4,0,0,206.72
190.5,0,0,206.82
190.6,0,0,206.92
190.7,0,0,207.02
190.8,0,0,207.12
190.9,0,0,207.22
191,0,0,207.32
191.1,0,0,207.42
191.2,0,0,207.52
191.3,0,0,207.62
191.4,0,0,207.72
191.5,0,0,207.82
191.6,0,0,207.92
191.7,0,0,208.02
191.8,0,0,208.12
191.9,0,0,208.22
192,0,0,208.32
192.1,0,0,208.42
192.2,0,0,208.52
192.3,0,0,208.62
192.4,0,0,208.72
192.5,0,0,208.82
192.6,0,0,208.92
192.7,0,0,209.02
192.8,0,0,209.12
192.9,0,0,209.22
193,0,0,209.32
193.1,0,0,209.42
193.2,0,0,209.52
193.3,0,0,209.62
193.4,0,0,209.72
193.5,0,0,209.82
193.6,0,0,209.92
193.7,0,0,210.02
193.8,0,0,210.12
193.9,0,0,210.22
194,0,0,210.32
194.1,0,0,210.42
194.2,0,0,210.52
194.3,0,0,210.62
194.4,0,0,210.72
194.5,0,0,210.82
194.6,0,0,210.92
194.7,0,0,211.02
194.8,0,0,211.12
194.9,0,0,211.22
195,0,0,211.32
195.1,0,0,211.42
195.2,0,0,211.52
195.3,0,0,211.62
195.4,0,0,211.72
195.5,0,0,211.82
195.6,0,0,211.92
195.7,0,0,212.02
195.8,0,0,212.12
195.9,0,0,212.22
196,0,0,212.32
196.1,0,0,212.42
196.2,0,0,212.52
196.3,0,0,212.62
196.4,0,0,212.72
196.5,0,0,212.82
196.6,0,0,212.92
196.7,0,0,213.02
196.8,0,0,213.12
196.9,0,0,213.22
197,0,0,213.32
197.1,0,0,213.42
197.2,0,0,213.52
197.3,0,0,213.62
197.4,0,0,213.72
197.5,0,0,213.82
197.6,0,0,213.92
197.7,0,0,214.02
197.8,0,0,214.12
197.9,0,0,214.22
198,0,0,214.32
198.1,0,0,214.42
198.2,0,0,214.52
198.3,0,0,214.62
198.4,0,0,214.72
198.5,0,0,214.82
198.6,0,0,214.92
198.7,0,0,215.02
198.8,0,0,215.12
198.9,0,0,215.22
199,0,0,215.32
199.1,0,0,215.42
199.2,0,0,215.52
199.3,0,0,215.62
199.4,0,0,215.72
199.5,0,0,215.82
199.6,0,0,215.92
199.7,0,0,216.02
199.8,0,0,216.12
199.9,0,0,216.22
200,0,0,216.32
200.1,0,0,216.42
200.2,0,0,216.52
200.3,0,0,216.62
200.4,0,0,216.72
200.5,0,0,216.82
200.6,0,0,216.92
200.7,0,0,217.02
200.8,0,0,217.12
200.9,0,0,217.22
201,0,0,217.32
201.1,0,0,217.42
201.2,0,0,217.52
201.3,0,0,217.62
201.4,0,0,217.72
201.5,0,0,217.82
201.6,0,0,217.92
201.7,0,0,218.02
201.8,0,0,218.12
201.9,0,0,218.22
202,0,0,218.32
202.1,0,0,218.42
202.2,0,0,218.52
202.3,0,0,218.62
202.4,0,0,218.72
202.5,0,0,218.82
202.6,0,0,218.92
202.7,0,0,219.02
202.8,0,0,219.12
202.9,0,0,219.22
203,0,0,219.32
203.1,0,0,219.42
203.2,0,0,219.52
203.3,0,0,219.62
203.4,0,0,219.72
203.5,0,0,219.82
203.6,0,0,219.92
203.7,0,0,220.02
203.8,0,0,220.12
203.9,0,0,220.22
204,0,0,220.32
204.1,0,0,220.42
204.2,0,0,220.52
204.3,0,0,220.62
204.4,0,0,220.72
204.5,0,0,220.82
204.6,0,0,220.92
204.7,0,0,221.02
204.8,0,0,221.12
204.9,0,0,221.22
205,0,0,221.32
205.1,0,0,221.42
205.2,0,0,221.52
205.3,0,0,221.62
205.4,0,0,221.72
205.5,0,0,221.82
205.6,0,0,221.92
205.7,0,0,222.02
205.8,0,0,222.12
205.9,0,0,222.22
206,0,0,222.32
206.1,0,0,222.42
206.2,0,0,222.52
206.3,0,0,222.62
206.4,0,0,222.72
206.5,0,0,222.82
206.6,0,0,222.92
206.7,0,0,223.02
206.8,0,0,223.12
206.9,0,0,223.22
207,0,0,223.32
207.1,0,0,223.42
207.2,0,0,223.52
207.3,0,0,223.62
207.4,0,0,223.72
207.5,0,0,223.82
207.6,0,0,223.92
207.7,0,0,224.02
207.8,0,0,224.12
207.9,0,0,224.22
208,0,0,224.32
208.1,0,0,224.42
208.2,0,0,224.52
208.3,0,0,224.62
208.4,0,0,224.72
208.5,0,0,224.82
208.6,0,0,224.92
208.7,0,0,225.02
208.8,0,0,225.12
208.9,0,0,225.22
209,0,0,225.32
209.1,0,0,225.42
209.2,0,0,225.52
209.3,0,0,225.62
209.4,0,0,225.72
209.5,0,0,225.82
209.6,0,0,225.92
209.7,0,0,226.02
209.8,0,0,226.12
209.9,0,0,226.22
210,0,0,226.32
210.1,0,0,226.42
210.2,0,0,226.52
210.3,0,0,226.62
210.4,0,0,226.72
210.5,0,0,226.82
210.6,0,0,226.92
210.7,0,0,227.02
210.8,0,0,227.12
210.9,0,0,227.22
211,0,0,227.32
211.1,0,0,227.42
211.2,0,0,227.52
211.3,0,0,227.62
211.4,0,0,227.72
211.5,0,0,227.82
211.6,0,0,227.92
211.7,0,0,228.02
211.8,0,0,228.12
211.9,0,0,228.22
212,0,0,228.32
212.1,0,0,228.42
212.2,0,0,228.52
212.3,0,0,228.62
212.4,0,0,228.72
212.5,0,0,228.82
212.6,0,0,228.92
212.7,0,0,229.02
212.8,0,0,229.12
212.9,0,0,229.22
213,0,0,229.32
213.1,0,0,229.42
213.2,0,0,229.52
213.3,0,0,229.62
213.4,0,0,229.72
213.5,0,0,229.82
213.6,0,0,229.92
213.7,0,0,230.02
213.8,0,0,230.12
213.9,0,0,230.22
214,0,0,230.32
214.1,0,0,230.42
214.2,0,0,230.52
214.3,0,0,230.62
214.4,0,0,230.72
214.5,0,0,230.82
214.6,0,0,230.92
214.7,0,0,231.02
214.8,0,0,231.12
214.9,0,0,231.22
215,0,0,231.32
215.1,0,0,231.42
215.2,0,0,231.52
215.3,0,0,231.62
215.4,0,0,231.72
215.5,0,0,231.82
215.6,0,0,231.92
215.7,0,0,232.02
215.8,0,0,232.12
215.9,0,0,232.22
216,0,0,232.32
216.1,0,0,232.42
216.2,0,0,232.52
216.3,0,0,232.62
216.4,0,0,232.72
216.5,0,0,232.82
216.6,0,0,232.92
216.7,0,0,233.02
216.8,0,0,233.12
216.9,0,0,233.22
217,0,0,233.32
217.1,0,0,233.42
217.2,0,0,233.52
217.3,0,0,233.62
217.4,0,0,233.72
217.5,0,0,233.82
217.6,0,0,233.92
217.7,0,0,234.02
217.8,0,0,234.12
217.9,0,0,234.22
218,0,0,234.32
218.1,0,0,234.42
218.2,0,0,234.52
218.3,0,0,234.62
218.4,0,0,234.72
218.5,0,0,234.82
218.6,0,0,234.92
218.7,0,0,235.02
218.8,0,0,235.12
218.9,0,0,235.22
219,0,0,235.32
219.1,0,0,235.42
219.2,0,0,235.52
219.3,0,0,235.62
219.4,0,0,235.72
219.5,0,0,235.82
219.6,0,0,235.92
219.7,0,0,236.02
219.8,0,0,236.12
219.9,0,0,236.22
220,0,0,236.32
220.1,0,0,236.42
220.2,0,0,236.52
220.3,0,0,236.62
220.4,0,0,236.72
220.5,0,0,236.82
220.6,0,0,236.92
220.7,0,0,237.02
220.8,0,0,237.12
220.9,0,0,237.22
221,0,0,237.32
221.1,0,0,237.42
221.2,0,0,237.52
221.3,0,0,237.62
221.4,0,0,237.72
221.5,0,0,237.82
221.6,0,0,237.92
221.7,0,0,238.02
221.8,0,0,238.12
221.9,0,0,238.22
222,0,0,238.32
222.1,0,0,238.42
222.2,0,0,238.52
222.3,0,0,238.62
222.4,0,0,238.72
222.5,0,0,238.82
222.6,0,0,238.92
222.7,0,0,239.02
222.8,0,0,239.12
222.9,0,0,239.22
223,0,0,239.32
223.1,0,0,239.42
223.2,0,0,239.52
223.3,0,0,239.62
223.4,0,0,239.72
223.5,0,0,239.82
223.6,0,0,239.92
223.7,0,0,240.02
223.8,0,0,240.12
223.9,0,0,240.22
224,0,0,240.32
224.1,0,0,240.42
224.2,0,0,240.52
224.3,0,0,240.62
224.4,0,0,240.72
224.5,0,0,240.82
224.6,0,0,240.92
224.7,0,0,241.02
224.8,0,0,241.12
224.9,0,0,241.22
225,0,0,241.32
225.1,0,0,241.42
225.2,0,0,241.52
225.3,0,0,241.62
225.4,0,0,241.72
225.5,0,0,241.82
225.6,0,0,241.92
225.7,0,0,242.02
225.8,0,0,242.12
225.9,0,0,242.22
226,0,0,242.32
226.1,0,0,242.42
226.2,0,0,242.52
226.3,0,0,242.62
226.4,0,0,242.72
226.5,0,0,242.82
226.6,0,0,242.92
226.7,0,0,243.02
226.8,0,0,243.12
226.9,0,0,243.22
227,0,0,243.32
227.1,0,0,243.42
227.2,0,0,243.52
227.3,0,0,243.62
227.4,0,0,243.72
227.5,0,0,243.82
227.6,0,0,243.92
227.7,0,0,244.02
227.8,0,0,244.12
227.9,0,0,244.22
228,0,0,244.32
228.1,0,0,244.42
228.2,0,0,244.52
228.3,0,0,244.62
228.4,0,0,244.72
228.5,0,0,244.82
228.6,0,0,244.92
228.7,0,0,245.02
228.8,0,0,245.12
228.9,0,0,245.22
229,0,0,245.32
229.1,0,0,245.42
229.2,0,0,245.52
229.3,0,0,245.62
229.4,0,0,245.72
229.5,0,0,245.82
229.6,0,0,245.92
229.7,0,0,246.02
229.8,0,0,246.12
229.9,0,0,246.22
230,0,0,246.32
230.1,0,0,246.42
230.2,0,0,246.52
230.3,0,0,246.62
230.4,0,0,246.72
230.5,0,0,246.82
230.6,0,0,246.92
230.7,0,0,247.02
230.8,0,0,247.12
230.9,0,0,247.22
231,0,0,247.32
231.1,0,0,247.42
231.2,0,0,247.52
231.3,0,0,247.62
231.4,0,0,247.72
231.5,0,0,247.82
231.6,0,0,247.92
231.7,0,0,248.02
231.8,0,0,248.12
231.9,0,0,248.22
232,0,0,248.32
232.1,0,0,248.42
232.2,0,0,248.52
232.3,0,0,248.62
232.4,0,0,248.72
232.5,0,0,248.82
232.6,0,0,248.92
232.7,0,0,249.02
232.8,0,0,249.12
